no,항목분류,질환명(한글),질환명(영문),관련질환명,증상,원인,진단,치료
584,"내분비,영양 및 대사 질환(E00-E90)",시스틴뇨증,Cystinuria,"시스틴 라이신 아르기닌 오르니틴뇨증(Cystine-Lysine-Arginine-Ornithinuria),이염기 아미노산뇨증을 동반한 시스틴뇨증(Cystinuria with Dibasic Aminoaciduria),","만성적인 불편감ㆍ피로ㆍ심한 갈증, 소변에서 독특한 냄새가 남, 신석으로 인한 신산통, 신장과 방광ㆍ요도에 ","시스틴과 이염기 아미노산의 이동의 장애, 상염색체 열성 형질로 유전","소변검사, X-ray, 전산화단층촬영술(CT) ","약물요법, 수분섭취, 식이요법, 체외충격파 쇄석술"
585,"내분비,영양 및 대사 질환(E00-E90)",시스틴증,Cystinosis,"시스틴축적증(Cystinosis),시스틴 저장병(Cystine Storage Disease), 판코니II(Fanconi II),리냑-판코니 증후군(Lignac-Fanconi Syndrome),시스틴증(Cystinosis),신장병성 시스틴축적증(Nephropathic Cystinosis),중등도 시스틴축적증(Intermediate Cystinosis),비-신장병성 시스틴축적증(non-nephropathic cystinosis),","눈이 가렵고 화끈거림, 두통, 시스틴이 눈의 결막과 망막에 쌓이게 되어 빛에 매우 민감하게 반응",상염색체 열성 형질로 유전,"혈액검사,  소변검사,  세극등 검사(Slit-lamp Test) ","수분과 전해질, 무기질 보충,  혈액투석(신부전),  대증요법(symptomatic treatment),  지지요법(supportive therapy)"
586,눈 및 눈 부속기의 질환(H00-H59),시신경위축,Optic atrophy,"상염색체 우성 시신경위축(Autosomal Dominant Optic Atrophy),상염색체 열성 시신경위축(Recessive Optic Atrophy),레버 유전성 시각 시신경병증(Leber Hereditary Optic Neuropathy),Behr 증후군(Behr Syndrome),Costeff 증후군(Costeff syndrome),성염색체 유전성 시신경위축(classic type Early-onset X-linked optic atrophy),백내장을 동반하는 상염색체 우성 시신경위축(Autosomal dominant optic atrophy and cataract),","시각장애, 감각신경성 청각 손실, 만성 진행성 외안근 마비, 근육병증, 말초신경병증, 다발성 경화증 유사병, 강직성 양측 하지 마비 또는 백내장","상염색체우성유전성 시신경 위축의 경우 OPA1 및 OPA3 유전자, OPA4, OPA5, OPA8 유전자좌(loci)의 돌연변이, 상염색체 열성 유전성 시신경위축의 경우 OPA3 및 OPA7 유전자, OPA6 유전자좌의 돌연변이, 성염색체 유전성 시신경위축의 경우 OPA2 유전자좌의 돌연변이로 인한 미토콘드리아 내막 단백 이상으로 인해 발생.","임상증상, 가족력, 눈 검사(안저검사), 시유발전위 검사(visual evoked potential), 망막전위도 검사(electroretinogram), 빛간섭단층촬영(Optical Coherence Tomography), 질환 관련 유전자 검사 ","시각 장애의 경우 시각 보조 기구의 사용, 청각 장애의 경우 인공 와우 이식, 유전 상담, 미토콘드리아 대사에 영향을 주는 약물 사용의 절제, 금주 및 금연"
587,"내분비,영양 및 대사 질환(E00-E90)",시알산증[뮤코지질증Ⅰ],Sialidosis[mucolipidosisⅠ],"mucolipidosis type I(ML1),lysosomal storage disease,alpha-N -acetyl neuraminidase deficiency,sialidase deficiency,","얼굴기형, 발달장애, 정신지체, 경련, 근육긴장도저하, 호흡기감염 ","lysosomal neuraminidase gene 돌연변이, 상염색체 열성유전  ","소변검사, 림프구나 섬유모세포에서 효소결핍확인, 영상의학적 검사","제한적, 보존적 치료"
588,"선천 기형,변형 및 염색체 이상(Q00-Q99)",시클 증후군,Seckel Syndrome,"새머리 모양의 왜소증, 시클 타입(Bird-Headed Dwarfism, Seckel Type),작은 머리 원발성 왜소증 1(Microcephalic Primordial Dwarfism 1),소두증 왜소증(Nanocephalic Dwarfism),시클 타입 왜소증(Seckel Type Dwarfism),","소두증, 왜소증, 정신지체, 얼굴의 기형(코가 새부리 모양으로 돌출됨, 눈이 크고 얼굴 폭이 좁음, 납작한 이마, 작은 머리둘레), 귀의 기형, 요골탈구 및 엉덩이 기형, 측만지증, 팔꿈치 탈구, 두개골조기유합증, 휜발, 잠복고환증, 음핵비대증, 다모증, 범혈구감소증","상염색체 열성 형질로 유전, 시클 증후군 1은 3번 염색체(3q22.1-q24)에 위치한 ATR 유전자, 시클 증후군 2는 18번 염색체(18p11.31-q11), 시클 증후군 3은 14번 염색체(14q21-q22)의 돌연변이","혈액검사,  산전 초음파 검사,  X-선검사","소아과 전문의, 외과 전문의, 정형외과 전문의, 그리고 다른 전문가들로 구성된 팀적 접근 방법에 의한 체계적이고 협동적인 노력이 필요,  수술요법, 유전상담"
589,신경계통의 질환(G00-G99),시토크롬 C 산화효소 결핍증,Cytochrome C oxidant deficiency,"사립체 뇌근육병증 (Mitochondrial encephalomyopathy ), 리증후군( Leigh disease),","간병증, 근긴장저하증, 근병증, 뇌병증, 비대심장근육병증, 성장지연, 젖산 혈증, 콩팥 기능부전",사립체 DNA나 핵 DNA의 돌연변이에 의한 시토크롬 C 산화효소 결핍으로 인한 대사이상 ,시토크롬 산화효소 활성도를 측정하는 생화학적 검사와 사립체 DNA나 핵 DNA의 돌연변이를 검색하는 분자생물학적 검사,유전자 치료가 근본적인 치료법이나 현재 임상적으로 적용되고 있지 못함. 
590,"내분비,영양 및 대사 질환(E00-E90)",시트룰린혈증,Citrullinaemia,"CPS 결핍중,","식욕부진, 구토, 기면상태",상염색체 열성 유전,DNA진단,고암모니혈증 교정
591,"선천 기형,변형 및 염색체 이상(Q00-Q99)",신 이형성증,Obstructive cystic disease,"제 2형 낭성 신질환(Renal Cystic Disease, Type 2),다낭성 신 이형성증(multicystic renal dysplasia),제 4형 낭성 신질환(Renal Cystic Disease, Type 4),폐쇄성 신 이형성증(obstructive renal dysplasia),Cystic Change with Obstruction,",수신증. 요로 폐쇄 증상,비정상적 분화,"방사선학적 진단,  병리학적 진단","정기적인 추적 관찰,  수술요법 "
592,신경계통의 질환(G00-G99),신경근육긴장[아이작스],Neuromyotonia[Isaacs],"신경근육긴장증(Neuromyotonia),아이작 증후군(Isaacs’ Syndrome),지속적 근섬유 활동 증후군(Continuous Muscle Fiber Activity Syndrome),아이작 - 멀튼 증후군(Issacs-Merten Syndrome     Quantal Squander),","근육 활동 후 근육을 이완시키는데 시간이 오래 걸리고 근육이 뻣뻣해 짐, 근육잔떨림(Myokymia) 현상, 반사","자가면역질환(후천적),  상염색체 우성 유전(선천적)",근전도검사,"항경련제, 혈장분리반출술, 유전상담"
593,신생물(C00-D48),신경모세포종,Neuroblastoma,"Hirschsprung 병,central hypoventilation 증후군,neurofibromatosis 제 1형,Beckwith-Wiedemann 증후군,DiGeorge 증후군,",원발 종양 자체에 의한 증상과 전이에 의한 증상이 있으며 발생 부위에 따라 증상이 다르다. 가장 흔한 증상은 복부에 덩어리가 만져지는 것이다.,"원인 불명, 드물게 유전자 이상이 있을 수 있다.","X선 검사, 복부 초음파 검사, CT, MRI, 뼈 스캔, 골수 검사, 소변 검사, 혈액검사, 조직 검사, MIBG 스캔","수술, 항암 화학 요법, 방사선 요법, 생물학적 반응 조절제"
594,신경계통의 질환(G00-G99),"신경병증, 운동실조, 망막색소변성","Neuropathy, ataxia, Retinitis pigmentosa (NARP)",","," 말초신경병증, 조화운동불능(실조: Ataxia), 망막색소변성", ATPase 6 유전자로 알려진 미토콘드리아 유전자의 돌연변이,임상적인 특징들을 기초,"대증 요법, 지지요법"
595,"선천 기형,변형 및 염색체 이상(Q00-Q99)",신경섬유종증(비악성) 1형,Neurofibromatosis(nonmalignant) type 1,"신경섬유종증1형(Neurofibromatosis Type1〔NF-1〕),레클링하우젠모반증(Recklinghausen’s phakomatosis),폰레클링하우젠병(VonRecklinghausen’s disease),폰레클렝하우젠신경섬유종증(VonRecklinghausen`s neurofibromatosis),신경섬유종,다발성(Neurofibroma,multiple),신경섬유종증-크롬친화세포종-십이지장카르시노이드증후군(Neurofibromatosis-pheochromocytoma-duodenal carcinoid syndrome),말초신경섬유종증(Peripheral neurofibromatosis),","연한 갈색의 반점(밀크커피색 반점: Cafe-au-lait spots), 리쉬결절(Lisch nodule), 신경섬유종(Neurofibroma), 내분비장애, 성장장애, 학습장애 ","상염색체 우성 형질로 유전, 염색체 17q11.2에 위치하는 NF-1 유전자의 돌연변이","미국 국립보건원(NIH)에서 정한 진단 지침을 기준(7개의 기준 중 2개 이상을 충족시키는 경우), 분자유전학적 검사, 조직병리검사","수술요법(병소의절제),유전상담"
596,"선천 기형,변형 및 염색체 이상(Q00-Q99)",신경섬유종증(비악성) 2형,Neurofibromatosis(nonmalignant) type 2,"제2형신경섬유종증(NeurofibromatosisType2〔NF-2〕),양측성청신경섬유종증(BilateralAcousticNeurofibromatosis),중추형,신경섬유종증(CentralForm,Neurofibromatosis),속귀신경집종(청신경초종)신경섬유종(VestibularSchwannomaNeurofibromatosis),","수막종(Meningioma), 신경초종(Schwannoma), 신경교종(Glioma), 신경 과오종, 뇌의 석회질 침착, 말초신경병증, 리쉬 결절(Lisch nodule), 청력소실, 소뇌기능장애, 안신경마비, 시력장애 ","정확한 원인은 알려지지 않음(50%), 상염색체 우성으로 유전, 22번 염색체의 장완(long arm)(22q12.2)에 위치한 NF2 유전자의 돌연변이(50%)  ","혈액검사, 자기공명(MRI)검사, 청력 측정 검사(Audiometry), 뇌간 청각 유발 전위 검사, 분자유전학적 검사","전문가로 이루어진 팀적 접근 방법을 통하여 상담과 진찰이 이루어지는 것이 바람직, 인공 와우 이식술, 유전상담  "
597,신경계통의 질환(G00-G99),신경통성 근위축,Neuralgic amyotrophy,"파르소니지-알드렌-터너증후군(Parsonage-Aldren-Turner syndrome),팔이음뼈부위신경염(Shoulder-girdle neuritis),","어깨 상부 심한 통증, 상지 근력약화와 근위축","특발성, 유전성(SEPT9 gene)","임상 증상, 유전자 검사(SEPT9 gene) ","약물 치료 (소염 진통제, 스테로이드), 신경 차단술, 재활 치료, 심한 경우 수술적 치료"
598,비뇨생식기계통의 질환(N00-N99),신낭종-당뇨병 증후군,Renal Cysts and Diabetes Syndrome,"MODY5,Maturity onset diabetes of the young,","신낭종, 당뇨 ",HNF1β 유전자의 돌연변이로 발생 ,임상적 증상 및 유전자 돌연변이 확인,대증치료
599,신경계통의 질환(G00-G99),신생물딸림 신경근육병증 및 신경병증,Paraneoplastic neuromyopathy and neuropathy,"범종양성 신경근육병증(paraneoplastic neuromyopathy),부신생물 신경학적 증후군,","말초신경, 신경근육 이음부, 근육을 침범하는 증상",암 관련 면역 매개 반응,"임상증상,자기공명영상 등 영상 검사. 전기생리적,병리 소견,원발암 진단. ","원발암치료,대증치료"
600,출생전후기에 기원한 특정 병태(P00-P96),신생아 루푸스 ,Neonatal lupus,"선천성 루푸스(Congenital lupus),Neonatal lupus syndrome,","붉은 비늘형 발진, 간염, 혈소판 감소, 빈혈, 선천성 심장차단",산모로부터 태반을 통해 넘어온 자가면역항체,"증상 및 혈액 내 anti-Ro, anti-La 항체 검사","대증치료, 선천성 심장차단 시 심장박동조율기 삽입"
601,출생전후기에 기원한 특정 병태(P00-P96),신생아의 호흡 곤란증후군,Respiratory distress syndrome of newborn,"유리질막 질환(Hyaline Membrane Disease),영아 호흡 곤란 증후군(Infantile Respiratory Distress Syndrome),호흡 곤란 증후군, 영아(Respiratory Distress Syndrome, Infant),영아 호흡 곤란 증후군(IRDS),","분당 70회 이상의 빈호흡, 호기시 신음, 40% 산소 치료에서의 청색증, 심한 흡기 부족, 지속적인 무호흡, 호흡곤란, 함몰호흡, 전신부종, 핍뇨, 장관마비 등",표면활성제의 생성 및 분비 부족,"출생 전후 폐 성숙도의 진단, 출생 후 RDS의 진단(임상증상, 흉부 방사선 사진 소견, 동맥혈 가스 분석)","신생아 중환자 관리, 출산전 산모에게 부신피질호르몬제를 투여,  인공 폐 표면활성제제"
602,출생전후기에 기원한 특정 병태(P00-P96),신생아태변흡인,Neonatal aspiration of meconium,"태변흡입증후군(meconium aspiration syndrome),","호흡곤란, 태변착색",태변이 착색된 양수의 흡인,"태변이 착색된 양수, 출생직후의 호흡곤란증, 폐의 영상의학적 소견, 기도삽관시의 기도내의 태변","일반적 치료, 지속적인 산소포화도 감시, 필요시 항생제 치료, 산소공급, 기계 환기 요법, 폐표면활성제의 투여, 일산화질소의 투여, 페외막형 산소섭취"
603,비뇨생식기계통의 질환(N00-N99),신성 저요산혈증 ,Renal hypouriceima,"acute renal failure with severe loin pain and patchy renal ischemia after anaerobic exercise (ALPE),","신석증, 급성 신부전, 가역성 후두부 백질 뇌증 증후군","유전성, 후천성","혈액 및 소변검사, 유전자 검사",합병증 치료
604,"선천 기형,변형 및 염색체 이상(Q00-Q99)",신세뇨관 발생 이상,Renal tubular dysgenesis,",","산모의 양수과소증신생아기의 무뇨, 호흡 부전, 교정되지 않는 저혈압","레닌-안지오텐신계의 유전자 돌연변이, 신장 허혈",유전자 검사,없음
605,비뇨생식기계통의 질환(N00-N99),신세뇨관 산증,Renal tubular acidosis,",","성장장애, 위장장애, 신석증","유전성, 2차성","혈액 및 소변검사, 유전자 검사",알칼리 제제로로 산증 교정
606,"선천 기형,변형 및 염색체 이상(Q00-Q99)",신장-결손-증후군,Renal-Coloboma-Syndrome,"Papillorenal syndrome,Isolated renal hypoplasia  ,","신부전, 방광-요관역류, 시신경이형성증, 안구돌출 ",50% 가량에서 PAX2 gene (염색체 10q24.3-q25.1 에 위치) 의 돌연변이로 발생. 상염색체 우성 유전. ,임상적 증상 및 유전자 돌연변이 확인,"근본적인 치료 방법은 없으며, 신부전을 예방하고 시력을 최대한 보존하는 것이 목표"
607,"내분비,영양 및 대사 질환(E00-E90)",신장성 당뇨,Renal Glycosuria,"콩팥[신장성] 당뇨(Renal Glycosuria),양성 신장성 당뇨(Benign Glycosuria), 가족성 신장성 당뇨( Familial Renal Glycosuria), 비당뇨병성 당뇨( Nondiabetic Glycosuria), 원발성 신장성 당뇨( Primary Renal Glycosuria), 신장성 당뇨( Renal Glucosuria),","소변으로 당이 배출, 갈증을 심하게 느낌","신장성 당뇨는 막운반 장애가 유전,  상염색체 열성 형질로 유전,  상염색체 우성 형질로 유전,  GLYS1유전자 변이","소변검사,  24시간 소변 검사,  일반 생화학 검사,  당화혈색소 검사(Glycosylated hemoglobin: HbA1C)","규칙적인 검진, 유전상담, 대증요법, 지지요법"
608,비뇨생식기계통의 질환(N00-N99),신장성 요붕증,Nephrogenic diabetes insipidus,"신성 요붕증(Nephrogenic diabetes insipidus ),요붕증(Diabetes insipidus),중심성 요붕증(Central diabetes insipidus),","다뇨, 갈증, 탈수","약물 부작용, 리튬 독성, 전해질 이상, 유전질환",수분 제한 검사,티아지드 (thiazide) 계 이뇨제와 아밀로라이드 (amiloride)
